name,project_id
Tesco Mobile,ggd3fk6cmr4uw
STMicroelectronics,3fj23x5cmkxlk
ABB - Motions eCommerce (Frankfurt),aqq37pl2akk24
ABB - Motions eCommerce (US),2wzsc66sqa5ky
ABB Brazil,hjbocgujcz7ne
Brico Depot,46la4zdsgyd2g
NESTLE ARGENTINA S.A,ug7xxff66l4so
Nestle Coffee Partners - Starbucks at Home,vgql5pjxu5pto
