Name,Salesforce Account ID,Infrastructure Project ID,Contract Start Date,Live,Salesforce Opportunity ID,SFDC Magento Account ID,Status
D'Amiratta S.A.,,xtwmnicauoaoq,9/21/20,2/8/21,0061C00000jDvy1QAC,0011C00002qjQ77QAE,Live
Darscrubs,,62gm6c43tjfa4,9/21/20,2/8/21,0061C00000jEteRQAS,0011C00002qkBUSQA2,Live
"Hong Kong FuJinAn Trading Co., Limited (Previously known as LILYSILK BEDDING)",,i3fei7qrjnzhy,9/1/20,2/5/21,0061C00000it6F3QAI,0011500001IiHGmAAN,Live
Enterprise -  Car Dekho/E-Commerce/Magento/35k/1yr/35k  - DR2736252,0011400001fEvkoAAC,fpqng54luvifi,9/25/20,2/1/21,0061C00000jFJNvQAO,0011C00002f7Xz4QAE,Decommission in Progress
Industria E Comercio De Confeccoes Di Mirmay Ltda,0011400001gSQuxAAG,xga6j5ddqcpx4,9/30/20,1/19/21,0061C00000isUm2QAE,0011C00002gEQiGQAW,Live
Cervos Medical LLC,0011O00002Uyan2QAB,cqe4yuqwbxdaq,9/18/20,1/18/21,0061C00000jCYqjQAG,0011C00002ph07qQAA,Live
"SB Design Square Co., Ltd",,d6sshbwwko6g4,9/14/20,1/15/21,0061C00000irieDQAQ,0011C00002kIgeXQAS,Live
Enterprise - MyTV Super/eComm platform/Magento/cross-sell/USD65k/1Y/USD65k,,k4dvzpbtzyiws,9/1/20,1/15/21,,0011C00002f7lLAQAY,Decommission Submitted
Jawhara Online Trading Company,,qujjm6n5pmk6i,9/21/20,1/14/21,0061C00000jb4a3QAA,0011C00002qkxv9QAA,Live
Enterprise -  ABB - Robotics eCommerce DR2702988,00130000012n0s7AAA,pyislict2h7la,9/1/20,12/29/20,0061C00000jEhdYQAS,0011C00002f7LArQAM,Live
PT IndoBiz Synergy Consulting (FleetEasy),,6m6ghmhqkttxc,9/28/20,12/15/20,0061C00000jEelrQAC,0011C00002qk3utQAA,Live
Fox Chapel Publishing Co.,,thpi3ticutnli,9/21/20,12/8/20,0061C00000jDx1zQAC,0011500001Ii70lAAB,Live
Courts Malaysia Sdn Bhd,0011O00002KxI9CQAV,suijorvfftqfq,9/2/20,11/26/20,0061C00000f3JVvQAM,0011C00002ZfEOiQAN,Decommissioned
Kenia P. Barbaglia Fonseca Magazine Ltda,,ly2pt2zimfhem,9/1/20,11/24/20,0061C00000i5SdYQAU,0011C00002mn22EQAQ,Live
Podpac Pty Ltd,0011O00002Uyv6MQAR,cqamx22aytfk2,9/18/20,11/20/20,0061C00000jDNijQAG,0011C00002qiheXQAQ,Live
Synapcom Comercio Eletrônico Ltda - Goodyear Brazil,,hhm3obiwz3whq,9/4/20,11/18/20,0061C00000fSH0yQAG,0011C00002SxdFVQAZ,Live
Zeeman Textiel Suppers,,hom6jfeskl5og,9/1/20,11/17/20,0061C00000ir70mQAA,0011500001IinaMAAR,Live
The Hanger Project - Pro,0011O00002KxIhDQAV,6htvjh7wdushy,9/25/20,10/28/20,0061C00000jcAdsQAE,0011500001IgzcKAAR,Decommission Submitted
Corporativo Ivonne S.A. de C.V.,,2pzknheyzys6e,9/22/20,10/28/20,0061C00000jbQdWQAU,0011500001IiLNsAAN,Live
Enterprise -  HNI - Magento - Enterprise -  HNI - Magento,,ib4vfm76yxo5a,9/1/20,10/28/20,,0011500001IgGCPAA3,Live
E.L.GREGORIN SANT ANA INFORMÁTICA-EPP,,4aa4kwuvm4vcy,9/2/20,10/14/20,0061C00000irfE2QAI,0011C00002oBdWnQAK,Live
"CEAT AEM DR2582219, DR2682127 [Reprovision]",,,4/1/20,,,0011C00002kIbLRQA0,Decommission Submitted
NISSAN MIDDLE EAST FZE,,stl2mxcriockw,4/15/20,,0061C00000eRst6QAC,0011C00002l2PeXQAU,Current
Mr Wonderful Comunication S.L. B2B,,xu3q57qcci7xq,4/21/20,,,0011C00002cR692QAC,On Hold
Enterprise - GENERAL NUTRITION CORPORATION- Magento - DR2650467,,nexydeuyfrw3m,4/6/20,,0061C00000i3IRMQA2,0011C00002gEKTFQA4,Decommissioned
E2 Agri - Magento,,xitcjlfmlwqkm,4/8/20,,0061C00000hz26iQAA,0011C00001qf3VGQAY,Current
"Royal Institution of Chartered Surveyors (RICS)- DR2417006, DR2587751",,m4qwboqiy3zcs,4/1/20,,0061C00000gL0qMQAS,0011C00002W2MhDQAV,Current
Sihl Arkwright Advanced Coating,,dincrw3ewme3u,4/1/20,,0061C00000gIfDSQA0,0011C00002gFM2PQAW,Decommission in Progress
Wesfarmers WWG - Commerce Cloud - DR2386355 #2 (B2B),,j5jki4dw35q5y,4/1/20,,,0011C00001skSlZQAU,Decommission Submitted
NicoVape Limited,,bcuqkdfob2nzq,4/21/20,,0061C00000gb76KQAQ,0011C00001nuh6BQAQ,Decommission Submitted
RHG and Company Inc.,,m2zwjeygkubym,4/1/20,,0061C00000gbQtoQAE,0011C00002f8A3NQAU,Decommission Submitted
Wesfarmers WWG - Commerce Cloud - DR2386355 #1 (B2C),,2jsuwnbzwtn3g,4/1/20,,0061C00000ZrFfWQAV,0011C00001skSlZQAU,Decommission Submitted
SDB Comércio de Alimentos LTDA,0011O00002SssM2QAJ,pddcqxleezc5u,4/15/20,3/4/22,0061C00000gHVp5QAG,0011C00002IgFvLQAV,Live
Casanova Foto Cloud Pro,0015Y00002Y1fLgQAJ,jtxex7eiztvoe,4/28/20,1/24/22,0061C00000h748VQAQ,0011500001Ii6KSAAZ,Live
Verisure Sàrl_DR2605688 – Adobe Commerce,0011O00001xLgGMQA0,lni5bdjgrak3i,4/29/20,1/20/22,0061C00000i7dGWQAY,0011C00002f8YaMQAU,Live
Traxxas - 2.4 (New),0011O00002KxIahQAF,2afseqtt7ylus,4/17/20,1/5/22,0061C00000WRcgvQAD,0011500001a6o3NAAQ,Live
Casanova Foto-Cloud,,64nhvqiox5qdc,4/28/20,12/13/21,0061C00000h748VQAQ,0011500001Ii6KSAAZ,Decommission Submitted
NSWBC - Magento - DR2551320,001a000001OgEzZAAV,544j3b3gm5x24,4/29/20,11/11/21,0061C00000h7bcmQAA,0011C00002R7PVpQAN,Live
Chinook Lumber,,vbsywk42cfpzc,4/20/20,10/7/21,,0011C00002f6PSxQAM,Live
American Frame,,by3va3srrs2zq,4/1/20,8/24/21,0061C00000hZ4gDQAS,0011C00002j9O80QAE,Live
Enterprise - DX for Groupe Seb Usa Inc - DR2680887,,ehgqxideia4be,4/20/20,7/16/21,0061C00000i3MB3QAM,0011500001IipukAAB,Live
Drogueria Del Sud - GPS Farma,,xvnljqq3l474o,4/23/20,6/30/21,0061C00000h6qYBQAY,0011500001W6vw5AAB,Live
Zeniti Cosméticos Ltda - Sumire,,sawo7zejlzgx2,4/27/20,5/3/21,0061C00000hZqkrQAC,0011C00002jAHNlQAO,Live
Marimekko Oyj (B2B),,zradcavou5i4u,4/15/20,4/29/21,0061C00000i2XFeQAM,0011500001IgYOMAA3,Live
"CEAT AEM DR2582219, DR2682127",0011O00002SsvQ5QAJ,tbjbaxgfhjdru,4/1/20,3/31/21,0061C00000hZznVQAS,0011C00002kIbLRQA0,Live
Visy Industries Australia Pty Ltd,,irw56f3qtr6b4,4/8/20,3/4/21,0061C00000eRmBRQA0,0011500001IiasuAAB,Live
Individual Enterpreneur Popov Dmytro,,53grks6l2mp3y,4/1/20,2/4/21,0061C00000h853oQAA,0011C00002hhBvoQAE,Live
Baker & Baker,,soolscs6kvv7e,4/8/20,1/18/21,0061C00000h73MjQAI,0016O000035FLjQQAW,Current
Hand2Mind,,5pxkwb5d4255a,4/20/20,1/13/21,0061C00000drUeHQAU,0011C00002LW11PQAT,Live
Broadway Photo Supply Limited - Cloud Conversion,,tipflyl4cfljk,4/6/20,11/24/20,0061C00000f2UfjQAE,0011500001MaBzSAAV,Live
"EnvironmentalLights.com, Inc.",,wfcxy7gaw2mya,4/1/20,11/14/20,0061C00000hZ7PqQAK,0011500001Ih6oqAAB,Live
The Art Company (Life Concept),,o6n7jrpa33i5m,4/29/20,11/10/20,0061C00000h8BGKQA2,0011C00002hhJP9QAM,Live
Univerre Pro Uva SA,,oyhdorhnyizj2,4/1/20,11/9/20,0061C00000Y9UChQAN,0011C00002LW7WzQAL,Decommission Submitted
Pentair - DR2351749,,cqzvwzyivp4og,4/1/20,10/26/20,0061C00000gKoHLQA0,0011C00002R7DPiQAN,Live
Brunswick- Magento Cloud - DR2413030,001a0000019thaXAAQ,lfzdcugn4aejs,4/1/20,10/20/20,0061C00000gKK1pQAG,0011C000020Hux5QAC,Live
M/S Artsmart,,f5lfvtq2zhras,4/10/20,10/16/20,0061C00000gc2XmQAI,0011C00002he5SsQAI,Decommission in Progress
Alshaya -  Muji,0011O00002QD4XdQAL,szaftnexsfo4k,4/15/20,10/12/20,0061C00000eRbSwQAK,0011500001IgG6EAAV,Live
Elemis - Cloud,,eszaxbjgnyp3i,4/2/20,9/14/20,0061C00000fRkohQAC,0011500001HrkinAAB,Live
Thendro Pty Ltd,,3jvah4ftpovcq,4/20/20,8/28/20,0061C00000fu2AUQAY,0011C00002cRSo6QAG,Decommissioned
Courts Asia Ltd - Mobile Instance,,ui5h2tm3jtjg6,4/2/20,8/25/20,0061C00000ePBIAQA4,0011500001ZDZUbAAP,Live
Ideal Industries - Enterprise -  DR2659722 - GROUP 3,,h7qxmcv62bme4,4/17/20,8/5/20,,0011500001IiQWOAA3,Live
Native Instruments GmbH,,t2egmyqcfpjkk,4/15/20,8/3/20,0061C00000h67WRQAY,0011C00002heldgQAA,Live
Ideal Industries- Enterprise - DR2659722 - GROUP 2,,pmqksio7lmqga,4/17/20,7/30/20,,0011500001IiQWOAA3,Live
Ideal Industries - Enterprise -  DR2659722 - GROUP 1,,dx2dzqhmfbqik,4/17/20,7/21/20,,0011500001IiQWOAA3,Live
Wynnstay Group Plc,,6w3go5kfnyjby,4/14/20,7/9/20,0061C00000cVFkgQAG,0011C00002LXxHdQAL,Live
SIGURD SAPI DE CV - Danone,,cjftwn6tlitoy,4/15/20,7/8/20,0061C00000ha1SoQAI,0011C00002ZhTpyQAF,Live
Big Clothing 4 U,,qjlk4ixw56rh6,4/27/20,7/2/20,0061C00000i3cAfQAI,0011C00002ZhZWBQA3,Decommissioned
Ideal Industries - Enterprise - DR2659722 - GROUP 4,,3ialomiuyxbjg,4/17/20,6/30/20,,0011500001IiQWOAA3,Live
Pon Bicycle Holding B.V. Instance #5 (Gazelle),,k7cvz4mncb2fc,4/9/20,6/29/20,,0011500001LQfy6AAD,Live
Dra Cherie,,wc7hm7jny2mqa,4/28/20,6/27/20,0061C00000h7zwoQAA,0011C00002hh50FQAQ,Live
Courts Asia Ltd - eCommerce Instance,,yzqjsnpmrsxkq,4/2/20,6/24/20,0061C00000ePBIAQA4,0011500001ZDZUbAAP,Live
Pon Bicycle Holding B.V. Instance #3 (Focus),,z4mpipdydbils,4/9/20,6/16/20,,0011500001LQfy6AAD,Live
Pon Bicycle Holding B.V. Instance #4 (Kalkhoff),,pbgkgmexkvolw,4/9/20,6/10/20,,0011500001LQfy6AAD,Live
"Diet Direct, Inc (Reprovision)",,i3cpfuquuqqxk,4/10/20,5/21/20,0061C00000h5iiuQAA,0011500001IiqDdAAJ,Decommission Submitted
Enterprise - Walt Disney India/E-Commerce/Magento/46k/3yrs/140k,0011O00002UpJpOQAV,77hl2p6qvy66y,8/1/20,,0061C00000jD4mUQAS,0011C00002pgckeQAA,Current
Auto-Benz AS,,guvwogbzhczne,8/3/20,,0061C00000i54zyQAA,0011C00002l5gamQAA,Live
Enterprise - P-Pias Corporation-Magento DR2561376,,wnyohl5wbi5xi,8/1/20,,0061C00000iuawRQAQ,0011C00002f7rEQQAY,On Hold
Enterprise - Hy-Vee - Magento DR2694264,0013000000vWY0ZAAW,5y4w333u2qi3i,8/20/20,,0061C00000jDwAqQAK,0011C00002R76jjQAB,On Hold
"PuntoShop eCommerce Distributor, Inc",0015Y00002Y1fR5QAJ,zuwqvdlkt5wsw,8/31/20,,0061C00000i63lMQAQ,0011C00002mncbSQAQ,Decommission Submitted
Industrias Artefama SA,0011O00002Uya3EQAR,6ko6flqcra43s,8/31/20,,0061C00000iUQmRQAW,0011C00002o9P35QAE,On Hold
Atacadão das Maquiagens Eireli,,jhs7qztyjwmwk,8/17/20,,0061C00000isV9UQAU,0011C00002oCTfmQAG,Decommission Submitted
Petersen Products Company LLC,,6bpqdwbiu3whe,8/31/20,8/31/23,0061C00000eRtr1QAC,0011C00002jAzYuQAK,Live
Circus World Displays (CWD),,jfcim7f3vqxng,8/13/20,8/14/23,0061C00000d55hrQAA,0011500001IgEvIAAV,Live
BIGNAMECommerce LLC,,qbkcyak3sl44w,8/3/20,9/8/22,0061C00000i33hNQAQ,0011C00002l3TFFQA2,Live
"Rohto-Mentholatum (Vietnam) Co., Ltd",,qevmn7kvwx7xw,8/7/20,1/20/22,0061C00000iu3L7QAI,0011C00002l37oqQAA,Live
GT Safro Pty Ltd,,inyozd3wvogbw,8/24/20,11/30/21,0061C00000iUln3QAC,0011500001IiWhcAAF,Live
Native Instruments B2C - Cloud Pro Upgraded tier,,7iyoiqopk5sz2,8/31/20,9/20/21,0061C00000hZ3bpQAC,0011C00002heldgQAA,Live
Pierre Fabre,https://adobe.my.salesforce.com/0061O00001Svfia?srPos=0&srKp=006,czzjat4q7u6oi,8/5/20,8/9/21,0061500000RnsArAAJ,0011500001IifnqAAB,Live
Saveba Pty Ltd (Coco Republic),,qscmyxluqnhtm,8/10/20,8/9/21,0061C00000gJ4JeQAK,0011500001IgbKhAAJ,Live
Temptu Inc.,,h4i6iz2iyozj6,8/31/20,8/4/21,0061C00000itK3JQAU,0011500001IigetAAB,Live
Kentucky Mustang,,i32xn7ky7nmsa,8/31/20,7/27/21,0061C00000irjpKQAQ,0011C00002IglxdQAB,Live
Comtesse du Barry SAS,,m525yh3kzo22y,8/19/20,7/21/21,0061C00000iufcRQAQ,0011500001Iiq4aAAB,Live
Micro Scooters Ltd,0011O00002KxILLQA3,if4ygyosa7q7s,8/4/20,7/12/21,0061C00000iTLf5QAG,0011500001IgHi3AAF,Decommission Submitted
Key Quimica SA de CV,0015Y00002Y1fFYQAZ,gdksx3o4l3okm,8/1/20,6/23/21,0061C00000fRkm2QAC,0011C00002bQ5rBQAS,Live
Enterprise - Kohler/E commerce/Magento/ New logo/$43K/1 Year/$43K - DR2462848,,hcppvi3lyifrg,8/10/20,6/21/21,0061C00000jC9gBQAS,0011C00002l5p7BQAQ,Live
Westlab Pty Ltd,,cmcxrylhvuzdg,8/24/20,6/9/21,0061C00000fvbmdQAA,0011C00002cTgr8QAC,Live
Highgrove Bathrooms Pty Ltd,,6scxj3r4ug7lw,8/17/20,5/25/21,0061C00000iSNylQAG,0011C00002motGpQAI,Live
JNA Vinduer og dÃ¸re A/S (Inwido),,e24v64hjqbscc,8/3/20,5/18/21,0061C00000bCH13QAG,0011C00002EqZAEQA3,Live
Enterprise - Nelson - Avnet Integrated (Sub) - Magento DR2713358,,3skoxuqlhfrw6,8/1/20,5/17/21,0061C00000jCeFGQA0,0011C00002R7E7IQAV,Live
Momo Sports Inc.,,w3ui3ozxlodyu,8/17/20,5/14/21,0061C00000iU2c1QAC,0011500001IhKyQAAV,Live
tectake GmbH,,4mvsve2hfwquk,8/31/20,5/11/21,0061C00000i3SyLQAU,0011C00002l3uhuQAA,Live
ENT | LG Electronics #4 - Korea Re-provisioning,,cbao65gdzs564,8/12/20,4/30/21,,0061C00000is83k,Live
MAVI de Occidente S.A. de C.V.,,jdh4hjbopc4jw,8/1/20,4/27/21,0061C00000i3zTHQAY,0011C00002l4VWDQA2,Live
Enterprise - CEPSA- Cloud conversion DR2691539,,edljtaenwqkfg,8/1/20,4/26/21,0061C00000iuKz3QAE,0011C000020IKlmQAG,Live
Fundacao Joao Paulo II,,mmygp5335r6s4,8/31/20,4/23/21,0061C00000Yt4Q8QAJ,0011C00002f7W6JQAU,Live
Chantelle,,criipjvvorbdy,8/31/20,4/20/21,0061C00000iUPd9QAG,0011500001IipzEAAR,Live
Farm & Stable Supplies LLP,,wafh3jnul4jtm,8/11/20,4/20/21,0061C00000iU0eAQAS,0011C00002o8p4BQAQ,Live
Casa Ideas,,th5g3m4oogtny,8/28/20,4/8/21,0061C00000eRmy4QAC,0011C00002UCNmQQAX,Live
The Navigator Company,,sm2hsuktvttr2,8/31/20,3/25/21,0061C00000i4rsxQAA,0011C00002l5SeTQAU,Live
Enterprise -   WA Corrections - Magento - Open Source to Cloud - DR2705309,,rjjhgdemnp4bi,8/1/20,3/25/21,0061C00000jCiq6QAC,0011500001IgbSJAAZ,Live
Itatiaia Moveis S/A,,ywbmhcrxu4za2,8/21/20,3/2/21,0061C00000gKms5QAC,0011C000025PhAgQAK,Live
Solis Deutschland GmbH,0015Y00002bhDnzQAE,uae6exd34nfcg,8/1/20,3/2/21,0061C00000fSBOkQAO,0011500001gGhwKAAS,Live
Nayax,,jchrixwkjj3gu,8/27/20,3/1/21,,0011C00002moRcLQAU,Live
PRECISAGRO S.A.S. (Disagro),,66j2pbjfw7ze4,8/12/20,2/19/21,0061C00000fQsmQQAS,0011C000027KpfXQAS,Live
University of Law Limited,,zhml2pbmemqnw,8/24/20,2/16/21,0061C00000iU9sVQAS,0011C00002f8WK9QAM,Live
Juliska (Penshurst Trading),,6oql6wy3ctdke,8/3/20,2/3/21,0061C00000isD1vQAE,0011500001IifoMAAR,Live
Crown and Buckle,,7cwavjib52g62,8/17/20,2/2/21,0061C00000i6PLZQA2,0011C00002mnys6QAA,Live
Creativ Company AS,,zc26m5i2bopvm,8/10/20,1/19/21,0061C00000iV3C8QAK,0011500001IhjjvAAB,Live
SLS Bearings Pte Ltd,,mnuywtkaswipw,8/1/20,12/23/20,0061C00000hZm4PQAS,0011C00002jA2NkQAK,Live
Enterprise - FedEx - Magento - JL - Phase 1 - DR2593083,,gpwctvftssfie,8/31/20,12/18/20,,0011C00002pfI2hQAE,Live
Enterprise -   Olam / Project Jiva / Commerce /New Logo/ $65K / 1Y -DR2766129,0011O00001z9LQtQAM,6mzsruihbymuc,8/24/20,12/18/20,0061C00000jDGqBQAW,0011C000023rRPyQAM,Live
Myriad Beauty Trading,,pivbuptavgxpw,8/3/20,12/16/20,0061C00000iqhy3QAA,0011C00002oAaoTQAS,Live
Hamleys of London Ltd,,ztimwgh6gyxby,8/1/20,12/9/20,0061C00000eNlScQAK,0011C00002SzbEzQAJ,Live
Globe Scientific Inc.,,u2qslkciwh2ey,8/17/20,12/7/20,0061C00000i3dGAQAY,0011C00002l46RKQAY,Live
Enterprise - Walt Disney India/E-Commerce/Magento/46k/3yrs/140k [Reprovision],0011O00002UpJpOQAV,hzqx6wdd6o3du,8/1/20,11/25/20,0061C00000jD4mUQAS,0011C00002pgckeQAA,Live
1674067 ONTARIO LTD (Fitness Depot),,23paugnggvxgu,8/17/20,11/24/20,0061C00000h6iRRQAY,0011500001IhGogAAF,Live
Equip Outdoor Technologies UK,,dbqn3aigtg7s6,8/3/20,11/24/20,0061C00000fti3jQAA,0011C00002cR6TcQAK,Live
Matahari Department Stores,0011O00002KxI0qQAF,k5gtwwztpxr3s,8/3/20,11/23/20,0061C00000gJCeDQAW,0011C00002dksGoQAI,Live
Pantone Enterprise - move to Magento Cloud - DR2567583,001a000001Z0zNXAAZ,pzujnxelz6dki,8/31/20,11/17/20,,0011C00002IfgqdQAB,Live
Datos Seguros SA de CV (Juguetron),,oi3vccta3y3tu,8/3/20,11/17/20,0061C00000fRU57QAG,0011C00002ZisvUQAR,Live
Brittain Wynyard & Co Ltd (Asics),,v7jcmstnrgvqq,8/27/20,11/11/20,0061C00000iHS7HQAW,0011C00002pgc6TQAQ,Live
Royal Canin Argentina SA,,22spljwd2krte,8/3/20,10/30/20,0061C00000iSUmHQAW,0011C00002pdGkbQAE,Live
Meu Curso Inteligencia e Tecnologia Educacional Ltda,,fxipxnhgn77la,8/10/20,10/29/20,0061C00000i2uRTQAY,0011C00002l3JJtQAM,Live
eShopWorld - American Eagle,0011O00002SsY8NQAV,uhzv7zrwzkara,8/21/20,10/22/20,0061C00000jDslFQAS,0011C00002pdDZ2QAM,Live
Enterprise -   Prologis - Magento B2B - DR2771891-Reprovision,0013000000v3FSBAA2,iwoai5mrdsmbc,8/21/20,10/16/20,0061C00000jDTRAQA4,0011C00002R7EqnQAF,Live
Mahindra First Choice Wheels Ltd,0011O000021LaQ7QAK,7astxkdvcn7xm,8/14/20,10/16/20,0061C00000iVIkkQAG,0011C00002f7h7OQAQ,Decommission Submitted
Bombardier Recreational Products - Magento Commerce DR2531346,,6ocinqyvgz7vi,8/3/20,10/14/20,0061C00000Yst4FQAR,0011C00002R76wkQAB,Live
The National Magazine Company (Hearst),,255xf75frunui,8/6/20,10/6/20,0061C00000i5bPlQAI,0011C00002kIz1IQAS,Live
Enterprise Coca Cola Addt Instance - Magento - (KT JL) - DR2771450,,gs6zpn2ap6eoc,8/10/20,9/7/20,0061C00000gJtSrQAK,0011500001IibtGAAR,Live
New Prod/Stg/Int for Trail Appliances,,nm4nhv23ryjui,8/11/20,9/4/20,0061500000VI6ldAAD,0011500001frPsbAAE,Live
"Enterprise - United Natural Foods, Inc. Magento Early Renewal + Marketplace expansion - DR2385537",,ctgl2wkewnpnw,8/28/20,8/28/20,0061C00000WeqRNQAZ,0011C00001xy3mKQAQ,Live
Total Transportation Asia Pte Ltd (MGH),0011O00002QDK8gQAH,vthc5ixb7ugtq,7/26/20,,,0011C00002hh0VmQAI,On Hold
Le Tresor Jewelry Company,,gpqo7hy447neo,7/13/20,,0061C00000iU9zlQAC,0011C00002o8xQqQAI,Decommission in Progress
Dépôt Bingo SAS,0015Y00002Y1fPsQAJ,gsf4nbj4rlbqy,7/1/20,,0061C00000i2alrQAA,0011C00002l2ryKQAQ,Decommissioned
Pochteca Materias Primas SA de CV,,3vwq7dov6adri,7/29/20,,0061C00000i32tJQAQ,0011C00002l3SLgQAM,On Hold
Plugin-alliance (Enterprise - Brainworx - ACS),,q6wbijfhf7hi6,7/15/20,,0061C00000iVOzyQAG,0011C00002mo4qEQAQ,Current
Loja Eletrica Limitada,,2a2i45fmfy4oe,7/1/20,,0061C00000hyvYbQAI,0011C00002kKU0jQAG,Current
Consultants LA SRL,0015Y00002Y1fNiQAJ,,7/31/20,,0061C00000iRlnxQAC,0011C00002mopqkQAA,On Hold
Enterprise - Allianz - Magento Commerce Pro Addendum - DR2750927,,qa65kauor5nj6,7/12/20,,0061C00000isUSpQAM,0011C00002R7QR6QAN,On Hold
Tekpro SpA,,375ng3pqiphaa,7/13/20,,0061C00000iqxm2QAA,0011C00002kJaxAQAS,On Hold
Quality Textiles BV,,voonmaduhowhi,7/1/20,8/30/23,0061C00000WvRy9QAF,0011C00002kIgUAQA0,Live
Unilever NV #17 - Demo instance (New) [Small] [Reprovision],,,7/16/20,8/22/23,,,Live
BRICKWORKS LIMITED,,pmbnr3albkbz4,7/15/20,4/20/23,0061C00000gJl9QQAS,0011C00002YTdNiQAL,Live
Eroma Store Pty Ltd,,lqaqwzj53lr4e,7/27/20,3/8/23,0061C00000hZU1VQAW,0011C00002j9SU1QAM,Live
Eastern Performance Cycles,,w2s467azriybi,7/6/20,6/30/22,0061C00000iSqdOQAS,0011500001Ihi5bAAB,Live
Isetan (Singapore) Limited,0011400001ik9UlAAI,wo5lkssb2u6so,7/26/20,6/9/22,0061C00000eQPtjQAG,0011C00002W2wCHQAZ,Live
P.A SERVIÇOS EIRELI - PA Concept,,h3gwo366bcuka,7/7/20,3/17/22,0061C00000iSuTBQA0,0011C00002mpu2VQAQ,Decommission in Progress
Unilever NV #14 - MMC Brazil [Medium],https://using.my.salesforce.com/0061C00000iraiq,ynqmmvp2rwj3g,7/13/20,2/4/22,0061C00000iraiqQAA,0011C00001pBxPKQA0,Decommission Submitted
ELPP Inc,,xcudqfens3iim,7/6/20,1/17/22,0061C00000i3tAtQAI,0011C00002l4OVyQAM,Live
Fabrimode NV (Bel & Bo),0011O00002OTmrMQAT,63if2gm34ufka,7/1/20,11/30/21,0061C00000fSij0QAC,0011500001Ihe00AAB,Live
Alurit GmbH,,quy6qjxmrvpq6,7/1/20,11/30/21,0061C00000iSuShQAK,0011500001IgKd3AAF,Live
"ScaleTrains.com, Inc.",,e3uju7fic3m6q,7/20/20,10/27/21,0061C00000h7KMuQAM,0011C00001xyn7jQAA,Live
Enterprise - AGL - New Magento Instance - DR2718535,00130000010K7U0AAK,6q3rxl42akesw,7/1/20,10/26/21,0061C00000isRZeQAM,0011C00001yUzG6QAK,Live
HELVEX S.A. DE C.V.,0015Y00002Y1fHyQAJ,pgao6e42yvhvi,7/1/20,8/17/21,0061C00000gZc84QAC,0011C00002gF8J5QAK,Live
Brothers Supply Company,,iqmt6t2imccs4,7/9/20,8/2/21,0061C00000i2ZpHQAU,0011500001ayerPAAQ,Live
Digicel Caribbean Limited,,xkjmrfos54moi,7/28/20,6/18/21,0061C00000hyxk1QAA,0011C00002gEEzHQAW,Live
"ATHENS GLOBAL SERVICES, S.A. - (ALISS) aka Foreign Imports Inc.",,c2g6g5sgc4xo6,7/30/20,6/3/21,0061C00000iSxC3QAK,0011C00002qHxyLQAS,Live
Dépôt Bingo SAS New Provisionning,,byjboicjj3sfg,7/1/20,5/7/21,0066O00000i7hUDQAY,0011C00002l2ryKQAQ,Live
Altia Oyj,,mfzdvddxu756o,7/7/20,4/26/21,0061C00000iSP25QAG,0011C00002mpQ2IQAU,Live
TradeTools Pty Ltd,,koh3agipayklo,7/27/20,4/20/21,0061C00000havYaQAI,0011500001i7sR8AAI,Decommission Submitted
Portland Coffee Roasters,,navuqty2yhmws,7/7/20,4/8/21,0061C00000iRjOqQAK,0011C00002moo9BQAQ,Live
Hyperone for Trading,,buopprr3v6yuc,7/24/20,4/7/21,0061C00000i2vxTQAQ,0011C00002l3KlWQAU,Live
Diagnosticos Da America S/A  (DASA),,l2pzgdx7joqag,7/30/20,4/6/21,0061C00000irLzfQAE,0011C00002gEErVQAW,Live
Enterprise -   Suez Water Technologies - 2.4 Reprovisioning - DR2618704,,l43av7n2mzuaa,7/1/20,3/23/21,0061C00000irPthQAE,0011C00002bQrDPQA0,Live
Al Ghandi Electrical & Automation LLC,,prvzrnka4cc4c,7/6/20,3/16/21,0061C00000iqhwvQAA,0011C00002oAg13QAC,Live
Hart Stores,,l4nx26fom47ii,7/6/20,3/11/21,,0011C00002mnZ20QAE,Live
Enterprise - 2020-Q3-1506229-Eurospin New Business S.r.l. a socio unico-0061C00000WeOw4QAF-Renewal-Non-Auto DR2726966,0011O00002QD4WaQAL,yhljxawvip6gc,7/9/20,3/10/21,0061C00000WeOw4QAF,0011C00001ufCiEQAU,Live
KRISPY KREME AUSTRALIA PTY LIMITED,,pgt4daogbua5m,7/15/20,3/4/21,0061C00000hykhEQAQ,0011500001a5T6oAAE,Live
Enterprise - Signify  Commerce Cloud Upgrade - DR2706024,,qil4hz23p272s,7/15/20,2/25/21,0061C00000isaRRQAY,0011C000023qrCwQAI,Live
"La Europea Mexico, SAPI de CV",0015Y00002Y1fKFQAZ,am4jefnry6llo,7/1/20,2/22/21,0061C00000Wv1RHQAZ,0011C00002kIDX4QAO,Live
Enterprise - P-Tsuruha-Magento-(5monPOC+31mon),,d3oxbgtxyiici,7/1/20,2/16/21,0061C00000irPtNQAU,0011C00002mqDyhQAE,Live
Pro Shows Iluminação e Áudio Profissional,,va3sjajpdxbtc,7/13/20,2/9/21,0061C00000i5VevQAE,0011C00002mn5U6QAI,Live
"Paper Source, Inc. #2",,zqlc4ye6xksei,7/27/20,2/3/21,,0011500001ZEhNVAA1,Live
