Name,Salesforce Account ID,Infrastructure Project ID,Contract Start Date,Live,Salesforce Opportunity ID,SFDC Magento Account ID,Status
Ferrari (Gruppo Lunelli),0011O00002UzSlpQAF,sc6rbbplho3dq,12/20/21,11/18/22,0061C00000jcVJLQA2,0011C00002s9GlmQAE,Live
Fontanot_Cloud,0011O00002V0RhWQAV,5suk6v7rw5d5w,12/1/21,11/14/22,0061C00000kAwbmQAC,0011C00002sC7GYQA0,Live
Asmodee Holding GmbH-Cloud Pro,0011400001kyhoxAAA,lbqe43tgaau56,12/1/21,11/11/22,0066O00000ii9AeQAI,0011C00002f7NAVQA2,Live
MTR Group Ltd - Cloud PRO,0015Y00002hAWNoQAO,xbjqyilnb4akq,12/3/21,10/27/22,0061C00000i7cb4QAA,0011C00002qI6ieQAC,Live
Millet Mountain Group - AWS,91828994,5zq6b33zhi3ta,12/1/21,10/21/22,0066O00000ii9EWQAY,0016O000037IKneQAG,Live
Planet Gadget - Cloud Pro,0015Y00002qOR9CQAW,yxm5w6toa4pjy,12/31/21,10/19/22,0066O00000ihz8SQAQ,0016O000035FLNDQA4,Live
Charles Bentley & Son Limited- Cloud PRO,0015Y00002qOUT4QAO,6g5zm6lnk2fre,12/3/21,10/3/22,0061C00000i7dL2QAI,0011C00002qI8G8QAK,Live
Target Sports Limited,0015Y00002Y1gbGQAR,5dhnyg3f6oj7e,12/3/21,9/27/22,0061C00000k9c0eQAA,0011C00002wH0pmQAC,Live
Sociedad de Inversiones e Inmobiliaria Boston - Cloud Pro,0015Y00002txoU5QAI,u732vk6fa62u4,12/13/21,9/26/22,0066O00000ii9MkQAI,0016O000037Ib3lQAC,Live
Trex Co,0013000000vWYOmAAO,sml6lqg2vrkom,12/1/21,9/21/22,0061C00000karHxQAI,0011C00002f8SoMQAU,Live
Electgo,0015Y00002qOU45QAG,r3ayyeegktiqs,12/1/21,9/21/22,0061C00000kBT0HQAW,0016O000037IBKcQAO,Live
University of Melbourne_DR3107192 – Adobe Commerce,001a000001E2YQpAAN,ntw5y52qnxef2,12/15/21,9/14/22,0066O00000nJb13QAC,0011C00002f8WOZQA2,Live
Capris S.A.,0015Y00002qOUb9QAG,4xkdgnlfgigc2,12/1/21,9/5/22,0066O00000ii9LwQAI,0016O00002qIPuMQAW,Live
Rugged Made,0015Y00002bh9mkQAA,ylwameaqfi65k,12/20/21,8/30/22,0061C00000i7ZPFQA2,0011C00002qHwrnQAC,Live
Mtn Nigeria_DR2802242 – Adobe Commerce,0011400001gTR9rAAG,twen6pyfak4jw,12/20/21,8/26/22,0066O00000nJbJgQAK,0011C00002f7l5vQAA,Live
Metropolitan Staple Corp - Corus Fastening,0015Y00002tyhf3QAA,h2b2g2cpjxqlo,12/6/21,8/17/22,0066O00000iiB2xQAE,0016O000037IdzoQAC,Live
NI Retailers Ltd Ta - NI Climbing Frames,0015Y00002tzflIQAQ,dmy65zp7w4mza,12/2/21,8/17/22,0066O00000iiEUTQA2,0016O000037IhSZQA0,Decommission Submitted
BinSina - Cloud Pro,0015Y00002txkpjQAA,d2rqrarwo6s4m,12/2/21,8/16/22,0066O00000ii9ECQAY,0016O000037IaqhQAC,Live
"Aviat US, Inc",0015Y00002hATsVQAW,kwb3fucfz6r2y,12/9/21,8/15/22,0066O00000mAplvQAC,0011C00002qI6bnQAC,Live
Thornapple,0015Y00002qOal1QAC,5cxd5j2s6bh4i,12/8/21,8/9/22,0066O00000ii0smQAA,0016O000037IG3kQAG,Live
Lindt & Sprüngli US_DR3103300 – Adobe Commerce,0013000000vWVKsAAO,zahaauqt6fvvs,12/1/21,8/3/22,0066O00000iiG3AQAU,0011C00002gEcAXQA0,Live
Stores Direct Ltd - Cloud Pro,0015Y00002tzA6LQAU,ll76oph2urprw,12/3/21,8/1/22,0066O00000iiCvuQAE,0016O000037IfGEQA0,Live
GRP Unidades de Computo - Cloud Pro,0015Y00002qP5JMQA0,y27n2pvgj3dm4,12/3/21,7/25/22,0066O00000ii13PQAQ,0016O000037IGQ1QAO,Live
NH Norsk Handel AS Cloud Pro,0015Y00002qOUHnQAO,ftq3d5tnrl5qw,12/3/21,7/21/22,0066O00000ihye1QAA,0016O00002qIO53QAG,Live
PILOT CORPORATION OF EUROPE - Cloud Pro,0015Y00002qOUGNQA4,sajonsirbwqhi,12/13/21,7/21/22,0066O00000ihzzHQAQ,0016O000037ICNDQA4,Live
The Wolf Furniture Company Ltd,0015Y00002tzA1qQAE,7xhsar5eh32fs,12/3/21,7/19/22,0066O00000iiCvfQAE,0016O000037IfG9QAK,Live
Decathlon SAS_DR2385020 – Adobe Commerce,0011O00002SskAuQAJ,thm3im7ax7key,12/15/21,7/18/22,0066O00000nJaKMQA0,0011500001Iiq8sAAB,Live
"Nintendo of America, Inc_DR3110226 – Adobe Commerce",00130000010LRzjAAG,eszzf2gvynlfe,12/15/21,7/14/22,0066O00000nJb6LQAS,0011500001b0rStAAI,Live
Agrial ecom-alimentaire,0011O00002KzBEbQAN,t3fzekzwfhocw,12/21/21,7/12/22,0066O00000iiCDoQAM,0011C00002W1YTSQA3,Live
JD Lighting - Cloud Pro,0015Y00002qOUSPQA4,dnl6noeholjzi,12/1/21,7/8/22,0061C00000jDG55QAG,0011C00002qiZZcQAM,Live
Casio Computer EU_DR3150146 – Adobe Commerce,001a000001MLjRUAA1,n2jouprvodd4o,12/3/21,6/30/22,0066O00000nJaJdQAK,0011C00002R7OrmQAF,Live
Las Blondas S.A,0015Y00002yHNhbQAG,vxulksythc5nk,12/3/21,6/21/22,0066O00000i7hmHQAQ,0016O000037IiWvQAK,Live
Blitzwerks - Cloud Pro,0015Y00002tzDVpQAM,523ppgab7gr2i,12/3/21,6/16/22,0066O00000iiD3oQAE,0016O000037IfA6QAK,Live
Hunter Industrial Supplies - Cloud Pro,0015Y00002qOUC7QAO,ytbmdbrekac7w,12/1/21,6/9/22,0066O00000mAp0lQAC,0016O000035FJ2IQAW,Live
Ryman Ltd - Cloud PRO,00130000010KZkYAAW,7neqvioxfyutu,12/3/21,6/8/22,0061C00000i7aepQAA,0011500001IgEuHAAV,Live
Ramen Valves cloud Pro,0015Y00002qOUI7QAO,pvq5rdk33ina6,12/27/21,6/8/22,0061C00000i7ZN4QAM,0011C00002qHws7QAC,Live
Gaudi_Cloud,0011O00002KxI5BQAV,nvlsmutpin6qo,12/3/21,6/6/22,0066O00000iiCvpQAE,0011C00001pArBxQAK,Live
Big Bill - Rebook,0015Y00002hCgbZQAS,67m56oss3czyk,12/7/21,6/1/22,0066O00000nJaJTQA0,0016O00002qIGeVQAW,Live
FERMOB,0015Y00002qOUGZQA4,6zbkujcdtkr76,12/1/21,6/1/22,0066O00000i7ggcQAA,0011C00002qjHQiQAM,Live
Perfumerias Unidas,0015Y00002twFdxQAE,myzz375vyfhda,12/30/21,5/30/22,0066O00000ii1RgQAI,0016O000037IKO2QAO,Live
Apetito Ltd - Cloud Pro,001a000001YDeorAAD,lhjhdamkykkd6,12/22/21,5/20/22,0066O00000i7gfjQAA,0011C00002f7MbyQAE,Live
Wacom additional instance,0011O00002KxHNsQAN,2q5fwcybm3a7c,12/16/21,5/12/22,0066O00000iiBaJQAU,0011500001IgYJtAAN,Live
Casio Computer US_DR3150146 – Adobe Commerce,001a000001MLjRUAA1,uhzsqwluege7y,12/3/21,5/10/22,0066O00000nJaJdQAK,0011C00002R7OrmQAF,Live
Midland Cloud Pro,0015Y00002qPeO0QAK,2birmeoao2sju,12/27/21,5/9/22,0066O00000ii1JNQAY,0016O000037IGKWQA4,Live
VIU - Cloud Pro,0011O00002Ky2AMQAZ,dorygndsjku4w,12/3/21,4/26/22,0066O00000ii2odQAA,0011500001Ihnl3AAB,Live
Baker Ross Limited - Cloud Pro,001a000001UIJHpAAP,nzmmgsbqae3qu,12/15/21,4/20/22,0066O00000iiFYyQAM,0011500001IhtWsAAJ,Live
Amicafarmacia_CloudInstance,0011O00002SsvGDQAZ,577gxwppyxkcu,12/22/21,4/8/22,0066O00000ihzaRQAQ,0011C00002kKJigQAG,Live
POSS,0015Y00002hChGcQAK,f77we4bczl63m,12/21/21,4/5/22,0066O00000ii2h3QAA,0016O00002qIGfnQAG,Live
Coach Singapore (Kate Spade),0015Y00002tyKdlQAE,ftlp3eri5v7am,12/6/21,3/21/22,0066O00000ii2u2QAA,0016O000037IcUqQAK,Live
Techbuyer Limited,0015Y00002twropQAA,vehaekbwc3ivq,12/1/21,3/15/22,0066O00000ii2pgQAA,0016O000037ILzlQAG,Live
Boehringer Ingelheim GmbH_DR2973412 – Adobe Commerce,001a000001UI1EwAAL,ucxdbrjol65si,12/1/21,3/14/22,0066O00000iiEmhQAE,0011C00002kIacrQAC,Live
Bialetti_Cloud,0015Y00002tzEKuQAM,bhxchap766tq6,12/21/21,2/28/22,0066O00000iiD5uQAE,0016O000037IfUvQAK,Live
Wilson's Gun Shop,0015Y00002twjxEQAQ,m4mjpkiwknxpu,12/1/21,2/20/22,0066O00000ii2kqQAA,0016O000037IMC6QAO,Live
Studio M Starter to Pro,0011O00002QDK8WQAX,mnzkzc2m4eavq,12/3/21,2/1/22,0066O00000iiG6sQAE,0011C00002heJ9nQAE,Live
Copenhagen Watch Group (Pro),0015Y00002Y1fSSQAZ,ieprfeqidmnqo,12/2/21,1/25/22,0066O00000ii1EcQAI,0011C00002mqXKTQA2,Live
Hartman Cloud Pro,0011O00002KxHsSQAV,afqvu5dkcxjuy,12/1/21,1/11/22,0061C00000i7bylQAA,0011C00002PCc7GQAT,Live
Enterprise - FY20-B2C Commerce Olam DR2603555,0011O00001z9LQtQAM,rbbhqz455ie4c,12/16/21,12/18/20,0061C00000iu6CyQAI,0011C000023rRPyQAM,Live
Redington (India) Limited_DR3109767 – Adobe Commerce,0015Y00002tyC3KQAU,yhgcqikv4eihm,10/29/21,,0066O00000iiAtbQAE,0016O000037IcIrQAK,On Hold
Tarxter Technologies_DR3150532 – Adobe Commerce,0015Y00002nB8rMQAS,6phbatjabztpm,10/18/21,,0066O00000ii8TeQAI,0016O00002qILuWQAW,Decommission Submitted
Roche Diagnostics - ROCHE GRAPrime,https://adobe.my.salesforce.com/0013000000pnhbY?srPos=1&srKp=001,2vhippbfbd37i,10/8/21,,,0011500001iIkPq,Current
Wyndham Worldwide Operations_DR2815860 – Adobe Commerce,00130000019YQ7LAAW,2yviekkdsp6v6,10/1/21,,0066O00000ii1HlQAI,0011C00002IfdfqQAB,Current
Interior's,0011O00002Sswy8QAB,hksu24dt7w5oo,10/25/21,,0061C00000i5oTCQAY,0011500001mv3FsAAI,Current
Sociedad Comercial San Joaquin - Starter to Pro,0015Y0000320Q3iQAE,yc7b6xpwrf2oe,10/20/21,,0061C00000iruXWQAY,0016O000037IsoUQAS,Decommissioned
Ministero del Turismo_DR3132980 – Adobe Commerce,0015Y00002qOX4EQAW,il3hgacv33ape,10/18/21,,0066O00000iiEFsQAM,0016O000037IG8SQAW,Current
Optimize,0015Y00002qOuRGQA0,b7v4gy6cy6btg,10/31/21,,0066O00000ii0udQAA,0016O000037IAR8QAO,Current
"Henry Schein, Inc._DR3056531 – Adobe Commerce",0013000000pxncbAAA,pwnzl4o7v7gyg,10/1/21,,0066O00000ii9aXQAQ,0011500001IguA1AAJ,Current
Industrias San Miguel,0015Y00002qMOSzQAO,3jzx5mqxgcgnu,10/11/21,,0066O00000ihyDFQAY,0016O000037IADLQA4,On Hold
Zahid Tractor & Heavy Machinery Company Ltd,0015Y00002qO51UQAS,muubmtjel2hjg,10/7/21,,0066O00000ii0FFQAY,0016O000037IESFQA4,Decommissioned
Astor Mueller - Cloud Pro,0015Y00002hBilfQAC,k2zjxjxli7h34,10/1/21,,0066O00000i7e7VQAQ,0016O00002qIApMQAW,Decommission Submitted
"Our Sunday Visitor, Inc - Cloud Pro + MBI Pro",0013000000V0f2wAAB,5u5dlruopgaa2,10/1/21,,0066O00000mAoeuQAC,0011500001RWiGmAAL,Current
Mad Paws Pty Ltd,0015Y00002qOUFWQA4,fiuawptujs3si,10/1/21,,0066O00000i7hcvQAA,0011C00002kJlhPQAS,On Hold
Brembo North America - Cloud Pro,0015Y00002hA4QzQAK,7msezldnx33wo,10/1/21,,0061C00000i7bPqQAI,0011C00002qI5JxQAK,Decommission Submitted
MusicSpoke,0015Y00002qNJlRQAW,3fv4yklpaijfo,10/1/21,,0066O00000ihzMUQAY,0016O000037IBHiQAO,Decommission Submitted
Dr. Reddy's_DR3078656 – Adobe Commerce,0011400001bqbalAAA,dkiy4vp2w2tp2,10/1/21,10/11/23,0066O00000ii38yQAA,0011C00001sjIDIQA2,Live
Achei Pneus e Acessórios Automotivos LTDA - Commerce,0015Y00002qNwcTQAS,f6fc66yto6pwe,10/1/21,8/23/23,0066O00000ihzyJQAQ,0016O000037IEHcQAO,Live
Norbain SD Limited,0015Y00002qOUDXQA4,mtyailkev465g,10/25/21,7/25/23,0061C00000k98R8QAI,0011C00002oBXOqQAO,Live
Travers Tool - Mexico,0011O00002KxIfnQAF,hvyjiix3l5bvq,10/14/21,5/10/23,0066O00000ihyIKQAY,0011500001Igl0tAAB,Live
PHARM-A-CARE LABORATORIES PTY. LIMITED - Commerce Cloud #2 BioMedica Instance,0011O00002KxHPaQAN,kt4q456dxqlo2,10/1/21,4/17/23,0066O00000i7gq3QAA,0011C00001sjYo5QAE,Live
Synapcom Souza Cruz Chile,0015Y00002qPVFlQAO,ttjqhqxmgtnjg,10/4/21,2/16/23,0066O00000i7ez8QAA,0016O000037IGrGQAW,Live
PHARM-A-CARE LABORATORIES PTY. LIMITED - Commerce Cloud,0011O00002KxHPaQAN,env2xkdlu3zbc,10/1/21,12/1/22,0066O00000i7gq3QAA,0011C00001sjYo5QAE,Live
Hop Lun (Hong Kong) Limited,,xphvkrxkclujk,10/15/21,11/8/22,,0011C00002ZgPotQAF,On Hold
Lexisnexis_DR2926585 – Adobe AMS,00130000010LSyMAAW,nqjqeko53af54,10/1/21,8/23/22,0066O00000ii0tUQAQ,0011500001IgEvMAAV,Live
Arca Living (fka Dreams Living Ltd),0015Y00002qOU3iQAG,iek552dq26neu,10/16/21,8/11/22,0066O00000ii0cEQAQ,0016O000037IFfiQAG,Live
Uckele - Cloud Pro,0011O00002KxIl7QAF,vmoywz5fgfhr4,10/15/21,7/12/22,0066O00000i7hPIQAY,0011500001IihT0AAJ,Decommission Submitted
DSD – Duales System Services GmbH & Co. KG Commerce Cloud Pro,0011O00002KzBMyQAN,ajtth3wbzicio,10/1/21,7/6/22,0066O00000ihyBxQAI,0011C00002djUH0QAM,Live
Sunbelt Rentals_DR2950760 & DR3112257 – Adobe AMS,0013000000X16abAAB,lb4wg3savhnxk,10/15/21,6/27/22,0066O00000mAqMrQAK,0011C000020HuzgQAC,Live
Crosley Brands,0011O00002QDVYyQAP,iz34ohgv6zoii,10/22/21,6/21/22,0066O00000ihyViQAI,0011C00002pdAxpQAE,Live
Nothing Bundt Cakes,0011400001brDHaAAM,s5nrtd4jvsdya,10/4/21,6/6/22,0061C00000i7XHTQA2,0011C00002f7njVQAQ,Live
The Tax Institute - Starter to Pro,001a000001S9FMnAAN,mf7433z7lqfcg,10/19/21,5/27/22,0066O00000ii17CQAQ,0011C00002f8MZdQAM,Live
Animates NZ Holdings Limited - Cloud Pro,001a000001Z0OTJAA3,pruywuvqe2qma,10/18/21,5/25/22,0061C00000k8nqMQAQ,0011500001MIGEHAA5,Live
Imperative Training Limited - Cloud Pro,0011O00002KxIQ1QAN,5yk6lawdst3jg,10/31/21,5/3/22,0061C00000jydX5QAI,0011C00002bSh0nQAC,Live
FinerFilters Ltd - Cloud Pro + MBI Pro,0015Y00002Y1fQWQAZ,ceqg2tou73xje,10/25/21,4/11/22,0066O00000i7eoFQAQ,0011C00002l45PDQAY,Live
Prime Dental Supply,0015Y00002nBCgyQAG,rsq3prirodowu,10/1/21,4/5/22,0066O00000i7h9AQAQ,0016O00002qIMLwQAO,Live
"Hitachi, Ltd_DR3041860 – Adobe Commerce",0013000000ZSjCpAAL,ex4he6etrc4k6,10/1/21,4/1/22,0066O00000ii2rhQAA,0011C00002gEMfEQAW,Live
JB Metropolitan Distributors - Cloud Pro,0015Y00002qOUI8QAO,63l5zmj5lrbeo,10/1/21,2/13/22,0066O00000i7duRQAQ,0011C00002qI93qQAC,Live
Optistore - Cloud Pro,0011O00002Uyxa5QAB,iahkfxoknjcke,10/8/21,2/3/22,0066O00000ihzFsQAI,0011C00002mqsmgQAA,Live
Monash University_DR2804688 – Adobe Commerce,0011O00002QD3ytQAD,ouvseg6oggsu6,10/20/21,2/2/22,0066O00000ii96cQAA,0011500001IhicNAAR,Live
Great Lakes Skipper,0015Y00002qOQRMQA4,oa6dlpkcw4zwi,10/15/21,2/2/22,0066O00000ii0VcQAI,0016O000037IFbvQAG,Live
CPM Innovations Ltd,0015Y00002qOUFYQA4,ymytghnvz4al6,10/1/21,1/26/22,0066O00000i7gm6QAA,0011500001IiesqAAB,Live
RAK Ceramics PJSC - Cloud Pro,0015Y00002qOUR9QAO,injmkpwdfevss,10/3/21,1/25/22,0061C00000i2TVoQAM,0011C00002l2j7gQAA,Live
Hagar,,gekkhhhqwnqfy,10/25/21,1/7/22,0066O00000ihz7FQAQ,0016O000037IAyCQAW,Live
[Alshaya] [Debenhams] New Environment to provision,,gqhhjajenogck,10/4/21,11/30/21,,0011500001IgG6EAAV,Live
Rayware LTD upgrade Starter to Pro,0011O00002KxIRMQA3,ssfchnwnbn5ku,10/1/21,11/11/21,0061C00000i7ZYgQAM,0011C00002ZgZW5QAN,Live
Ulster Weavers Ltd - Cloud PRO,0015Y00002hBUddQAG,akt4buy2iqm7o,9/3/21,,0061C00000i7djOQAQ,0011C00002qI9KDQA0,Current
Packaging Environmental Ltd - CLOUD PRO,0015Y00002yHNozQAG,id2mvqoute2jg,9/3/21,,0066O00000i7eAeQAI,0011C00002qI61fQAC,Current
Arlo Living Ltd - CLOUD PRO,0015Y00002qOU8AQAW,l44snqfilkgnu,9/3/21,,0066O00000mApdXQAS,0011C00002mqceUQAQ,Current
Synergy Business Systems Pty Limited,0015Y00002qOUCJQA4,jnmve6tltx32a,9/1/21,,0061C00000kbhFEQAY,0011C00002xfsNuQAI,Current
Biofire Technology Inc - Cloud Pro Bundle -,0015Y00002nCHPHQA4,ocac64bzqibqu,9/1/21,,0066O00000i7htwQAA,0016O00002qIQK0QAO,On Hold
Cox Communications_DR2767884 – Adobe Commerce,00130000010LS6ZAAW,k3dwgglcuw2xu,9/1/21,,0066O00000ii2QRQAY,0011C00002R7DIFQA3,Current
GF Retail srl - Mabu-Cloud Pro,0015Y00002qNrUZQA0,akt6kofw675hg,9/7/21,,0061C00000i7XS7QAM,0011C00002qHrQxQAK,Current
Links d.o.o.- Cloud Pro,0015Y00002qOU5hQAG,ban5hzhocstia,9/3/21,,0061C00000kZjJ8QAK,0011C00002xdpAIQAY,Decommission Submitted
Royal Melbourne Institute of Technology_DR2770931 – Adobe AMS,0013000000v34XGAAY,p4upcujhjqsy6,9/6/21,,0066O00000ii0ZFQAY,0011C00002R7QMrQAN,Current
Hopsteiner Cloud Pro,0015Y00002nCNbLQAW,nnrtnhhsbjqrw,9/20/21,,0066O00000i7i4kQAA,0016O00002qIRZQQA4,Current
Warners Group Publications Plc - Cloud PRO,001a000001UhOQEAA3,y3gmkqz4b7kca,9/6/21,,0066O00000i7g8VQAQ,0011C00002f8auGQAQ,Live
Cooplecnorte (Leclerc PT),,nomwu5iwgpnem,9/3/21,,0061C00000i7cZwQAI,0011C00002qI6QzQAK,On Hold
SCA Pharmaceuticals,0015Y00002nD5brQAC,7oq2wq7kdsbb6,9/2/21,,0066O00000mApVXQA0,0011C00002l489zQAA,On Hold
Sorelle Ramonda-Cloud Pro,0015Y00002bhQ9jQAE,kpi6zdmbnk2ke,9/1/21,,0066O00000i7fWHQAY,0011C00002qHyQeQAK,Live
R3 Capital LLC,0015Y00002Y2r2PQAR,t3kx6daxaszkk,9/1/21,,0061C00000kmO4qQAE,0011C00002f6pF2QAI,Decommission Submitted
Rotoplas - Bebbia - Cloud 3rd Project,0011O00002Ky2T7QAJ,xl6vyizec7vjw,9/6/21,,0066O00000ihzMtQAI,0011C00001xy52dQAA,Decommission Submitted
AL-BAYT AL-ALIF - Matjar Panda - Cloud Pro,0015Y00002nBFYrQAO,7rhlxhgf6khgi,9/3/21,,0066O00000i7hCsQAI,0016O00002qIMbBQAW,Decommission Submitted
Maison KB,0011O00002UyyYYQAZ,ddf6l7st6mbau,9/30/21,9/14/23,0066O00000mAq2SQAS,0011C00002l2kniQAA,Live
RapidClean Griffith - Cloud Pro (Is),0015Y00002qOUBZQA4,4u7dlh75fn4la,9/1/21,7/19/23,0061C00000jeOJWQA2,0011C00002sBV8iQAG,Live
Karimex-,0015Y00002Y2OhSQAV,gosuhdo3sywas,9/2/21,6/12/23,0061C00000kBINxQAO,0011C00002wIgGsQAK,Live
Reisser AG - Cloud PRO,,s44v36ufmureg,9/13/21,5/31/23,,0016O000035FH0ZQAW,Live
AMAROSO BOUTIQUE PTY LTD - Cloud Pro,,nbswt3ufwaoa2,9/1/21,5/30/23,0066O00000i7gaPQAQ,0011C00002zJkH7QAK,Live
Textron Systems Corporation_DR3146426 – Adobe Commerce,0011400001kxkQeAAI,t2w5zlxkvki2m,9/21/21,2/17/23,0066O00000ii1QJQAY,0016O000035FKN7QAO,Live
SG Toca Obra,0015Y00002nCvd5QAC,upbyskgjgp5a2,9/10/21,2/8/23,0061C00000iqyoSQAQ,0011C00002qkqjMQAQ,Live
TC Media Books,0013000000owML8AAM,dq65ga37al67s,9/13/21,1/27/23,0066O00000mAoYcQAK,0011C00002R776ZQAR,Live
Väritukku Oy,0015Y00002hBn7WQAS,lxgsyiy2di3he,9/1/21,1/10/23,0066O00000i7emYQAQ,0016O00002qIB7aQAG,Live
"Haverty Furniture Companies, Inc_DR2893859 – Adobe Commerce",0013000000vWXD9AAO,satgzmlfu2dd4,9/22/21,12/6/22,0066O00000mApggQAC,0011C00002IfgdeQAB,Live
Dealer Part Source,0015Y00002nCvPTQA0,fm7yhifayhaek,9/30/21,11/29/22,0066O00000mAogCQAS,0016O000035FHMQQA4,Live
E&R Industrial_DR3058727 – Adobe Commerce,0015Y00002nCFU6QAO,o56hxjaxnpfji,9/1/21,11/4/22,0066O00000ii08sQAA,0016O00002qIPjYQAW,Live
Redarc Electronics Cloud Pro,0015Y00002Y2Yq9QAF,f2xsmmnjyqca2,9/1/21,10/27/22,0061C00000kbLGcQAM,0011C00002xdkjRQAQ,Live
Independent Buying Consortium Limited,,5szl7fi7njywu,9/2/21,10/21/22,0066O00000mApdIQAS,0016O000035FLA9QAO,Live
Rox d.o.o. Commerce Cloud Pro,0015Y00002yHNo4QAG,hl5xebb3sqa6m,9/3/21,10/13/22,0061C00000isPx5QAE,0011C00002oCOX2QAO,Live
General Mills Hong Kong,,xdjwchhhls226,9/30/21,10/6/22,,0011500001gpIgHAAU,Live
Le Panier Bleu - Cloud Pro,0015Y00002bgTiIQAU,gipkkpbbzphy6,9/13/21,10/5/22,0061C00000i7YzWQAU,0011C00002qHuu1QAC,Live
Abrasivos Especiales - CloudPro,0015Y00002nCc9ZQAS,zg5w64b7lvlhc,9/3/21,10/3/22,0066O00000i7iOzQAI,0016O00002qIT3vQAG,Live
ESSTIL Giyim A.S.,0015Y00002qOUBTQA4,dubc3hvvxwvx6,9/6/21,9/19/22,0066O00000ihz96QAA,0016O000037IAzPQAW,Live
Tecnored - CloudPro,0015Y00002hBG9UQAW,orkv6zjxlpjdo,9/15/21,9/8/22,0061C00000i7dOzQAI,0011C00002qI8UUQA0,Live
Halco Lighting,0015Y00002hCfP0QAK,b5retaimerfhm,9/3/21,8/29/22,0066O00000i7fXUQAY,0011C00001oieR2QAI,Live
Sid Dickens - Cloud Pro,0015Y00002hD54TQAS,j2ukdzj7rncy6,9/7/21,8/25/22,0066O00000i7gKCQAY,0016O00002qIJR7QAO,Live
Stover & Co.,0015Y00002qMFlVQAW,cniruosk63qwc,9/3/21,8/3/22,0066O00000mAqQUQA0,0016O000035FNWhQAO,Live
PeopleConnect- Cloud Pro,0015Y00002nAx5kQAC,ga5z34hbxod26,9/20/21,7/29/22,0066O00000i7gpUQAQ,0016O00002qIKv9QAG,Live
Lutheran Social Services,0011O00001wRLddQAG,joztgxzcpffj2,9/6/21,7/26/22,0061C00000kAF9CQAW,0011C00002f7gdRQAQ,Live
FUJIFILM Europe - Cloud,0015Y00002qOUD4QAO,w4yru3z6yeavi,9/3/21,6/29/22,0066O00000i7gcfQAA,0016O00002qIJbHQAW,Live
National Gallery Company Limited - CLOUD PRO,0015Y00002nCjL7QAK,s5jijw4e4el6o,9/3/21,6/28/22,0066O00000i7iVCQAY,0016O00002qITV8QAO,Live
BOW,0015Y00002qOUCoQAO,2sx56kd2mmo3i,9/3/21,6/23/22,0066O00000i7eS9QAI,0016O00002qIAObQAO,Live
Peter Stevens Motorcycles Pty Ltd - Cloud Pro,0011O00002KxHPAQA3,fsplmmijdl4ui,9/1/21,6/14/22,0066O00000mAqHDQA0,0011500001IiXtpAAF,Live
Sunstar Suisse Sa_DR2848934 – Adobe Commerce,0011400001uDfEOAA0,rfi3ifm2tpgq4,9/1/21,6/14/22,0066O00000ii0hOQAQ,0011C00002pdGZtQAM,Live
TTK Prestige Limited_DR3041465 – Adobe Commerce,0011400001nkrlLAAQ,gb5gezq6rutqk,9/1/21,6/3/22,0066O00000ihyJSQAY,0011C00002R7Rw5QAF,Live
Primo Water Corporation,0011O00002StPIiQAN,nhyh2l4vkerne,9/3/21,5/23/22,0066O00000mAohFQAS,0011C00002pee4EQAQ,Live
FacilitylinQ B.V. Cloud Pro,0015Y00002qOU7NQAW,x3q3f3gjhvytk,9/27/21,5/19/22,0066O00000i7hICQAY,0016O00002qIMB8QAO,Decommission Submitted
La Cordee Macap - Cloud,0015Y00002Y2c6yQAB,pvr57umuibquk,9/1/21,5/17/22,0061C00000kbYkjQAE,0011C00002kIcHzQAK,Live
Ferreteria EPA - Cloud Pro,0015Y00002qOUFTQA4,bfhpgjn7hrjic,9/1/21,5/16/22,0061C00000i33BMQAY,0011C00002l3ShrQAE,Live
Gianluca_Mech_Spa,0015Y00002hCEuBQAW,6fvzqhfhvhtfi,9/13/21,4/28/22,0066O00000i7enIQAQ,0016O00002qIDtBQAW,Live
Sistema Plastics NZ - Cloud Pro,0015Y00002qOUD3QAO,ffgex5zug44do,9/3/21,4/27/22,0066O00000i7eQIQAY,0016O00002qI9S7QAK,Live
Creme fraiche,0015Y00002qOUCLQA4,5x2g7i6ofkx2u,9/3/21,4/25/22,0066O00000mAoYrQAK,0016O000035FH0jQAG,Live
PLENITUDE X LTDA,0015Y00002nDoxoQAC,dj3lwjecsgto4,9/13/21,4/25/22,0066O00000mApoVQAS,0016O000035FLjLQAW,Decommission in Progress
Lh SA - Cloud Pro,0015Y00002nCxlUQAS,6kn7rcgiscxfi,9/1/21,4/20/22,0061C00000iU9Z9QAK,0011C00002mqtsGQAQ,Live
PT Hero Supermarket - Cloud Pro,0015Y00002qOUB7QAO,zyvce7dusfrns,9/27/21,4/16/22,0066O00000i7e7QQAQ,0016O000037IAyHQAW,Live
Eletrofrigor Pecas Ltda,0015Y00002nBCUxQAO,zo3dcwringv7y,9/1/21,4/9/22,0066O00000i7hEUQAY,0016O00002qIMKAQA4,Decommission Submitted
Pacifica - Cloud Pro,001a000001I0aZSAAZ,i2idbbg26shzo,9/30/21,4/7/22,0066O00000i7f2HQAQ,0011500001hGDMiAAO,Live
Somany Home Innovation Limited (Hindware),0015Y00002qOU5HQAW,4au6dhjnqbs52,9/20/21,4/6/22,0061C00000i7cxPQAQ,0011C00002qI7K3QAK,Live
